date,product_id,product_name,category,predicted_demand,lead_time_days,reorder_point
2026-01-23,P001,Wireless Mouse,Electronics,23.03,7,50
2026-01-24,P001,Wireless Mouse,Electronics,24.18,7,50
2026-01-25,P001,Wireless Mouse,Electronics,25.34,7,50
2026-01-26,P001,Wireless Mouse,Electronics,22.58,7,50
2026-01-27,P001,Wireless Mouse,Electronics,22.51,7,50
2026-01-28,P001,Wireless Mouse,Electronics,22.58,7,50
2026-01-29,P001,Wireless Mouse,Electronics,22.59,7,50
2026-01-30,P001,Wireless Mouse,Electronics,23.3,7,50
2026-01-01,P002,USB Keyboard,Electronics,13.08,10,40
2026-01-02,P002,USB Keyboard,Electronics,12.8,10,40
2026-01-03,P002,USB Keyboard,Electronics,13.84,10,40
2026-01-04,P002,USB Keyboard,Electronics,14.12,10,40
2026-01-05,P002,USB Keyboard,Electronics,13.66,10,40
2026-01-06,P002,USB Keyboard,Electronics,13.26,10,40
2026-01-07,P002,USB Keyboard,Electronics,13.2,10,40
2026-01-08,P002,USB Keyboard,Electronics,12.99,10,40
2026-01-09,P002,USB Keyboard,Electronics,13.0,10,40
2026-01-10,P002,USB Keyboard,Electronics,14.18,10,40
2026-01-11,P002,USB Keyboard,Electronics,14.47,10,40
2026-01-12,P002,USB Keyboard,Electronics,13.22,10,40
2026-01-13,P002,USB Keyboard,Electronics,13.19,10,40
2026-01-14,P002,USB Keyboard,Electronics,13.0,10,40
2026-01-15,P002,USB Keyboard,Electronics,12.93,10,40
2026-01-16,P002,USB Keyboard,Electronics,12.96,10,40
2026-01-17,P002,USB Keyboard,Electronics,14.2,10,40
2026-01-18,P002,USB Keyboard,Electronics,14.34,10,40
2026-01-19,P002,USB Keyboard,Electronics,13.2,10,40
2026-01-20,P002,USB Keyboard,Electronics,13.24,10,40
2026-01-21,P002,USB Keyboard,Electronics,13.04,10,40
2026-01-22,P002,USB Keyboard,Electronics,12.97,10,40
2026-01-23,P002,USB Keyboard,Electronics,13.07,10,40
2026-01-24,P002,USB Keyboard,Electronics,14.08,10,40
2026-01-25,P002,USB Keyboard,Electronics,14.24,10,40
2026-01-26,P002,USB Keyboard,Electronics,13.28,10,40
2026-01-27,P002,USB Keyboard,Electronics,13.22,10,40
2026-01-28,P002,USB Keyboard,Electronics,13.06,10,40
2026-01-29,P002,USB Keyboard,Electronics,12.99,10,40
2026-01-30,P002,USB Keyboard,Electronics,13.23,10,40
2026-01-01,P003,Bluetooth Speaker,Electronics,11.32,14,25
2026-01-02,P003,Bluetooth Speaker,Electronics,11.24,14,25
2026-01-03,P003,Bluetooth Speaker,Electronics,11.68,14,25
2026-01-04,P003,Bluetooth Speaker,Electronics,11.69,14,25
2026-01-05,P003,Bluetooth Speaker,Electronics,11.26,14,25
2026-01-06,P003,Bluetooth Speaker,Electronics,11.16,14,25
2026-01-07,P003,Bluetooth Speaker,Electronics,11.1,14,25
2026-01-08,P003,Bluetooth Speaker,Electronics,11.1,14,25
2026-01-09,P003,Bluetooth Speaker,Electronics,10.99,14,25
2026-01-10,P003,Bluetooth Speaker,Electronics,11.54,14,25
2026-01-11,P003,Bluetooth Speaker,Electronics,11.4,14,25
2026-01-12,P003,Bluetooth Speaker,Electronics,10.98,14,25
2026-01-13,P003,Bluetooth Speaker,Electronics,10.9,14,25
2026-01-14,P003,Bluetooth Speaker,Electronics,11.01,14,25
2026-01-15,P003,Bluetooth Speaker,Electronics,10.63,14,25
2026-01-16,P003,Bluetooth Speaker,Electronics,10.5,14,25
2026-01-17,P003,Bluetooth Speaker,Electronics,11.02,14,25
2026-01-18,P003,Bluetooth Speaker,Electronics,10.96,14,25
2026-01-19,P003,Bluetooth Speaker,Electronics,10.5,14,25
2026-01-20,P003,Bluetooth Speaker,Electronics,10.52,14,25
2026-01-21,P003,Bluetooth Speaker,Electronics,10.61,14,25
2026-01-22,P003,Bluetooth Speaker,Electronics,10.51,14,25
2026-01-23,P003,Bluetooth Speaker,Electronics,10.44,14,25
2026-01-24,P003,Bluetooth Speaker,Electronics,10.92,14,25
2026-01-25,P003,Bluetooth Speaker,Electronics,10.89,14,25
2026-01-26,P003,Bluetooth Speaker,Electronics,10.42,14,25
2026-01-27,P003,Bluetooth Speaker,Electronics,10.47,14,25
2026-01-28,P003,Bluetooth Speaker,Electronics,10.59,14,25
2026-01-29,P003,Bluetooth Speaker,Electronics,10.56,14,25
2026-01-30,P003,Bluetooth Speaker,Electronics,10.52,14,25
2026-01-01,P004,Phone Charger,Electronics,27.75,7,60
2026-01-02,P004,Phone Charger,Electronics,27.8,7,60
2026-01-03,P004,Phone Charger,Electronics,28.73,7,60
2026-01-04,P004,Phone Charger,Electronics,29.33,7,60
2026-01-05,P004,Phone Charger,Electronics,27.42,7,60
2026-01-06,P004,Phone Charger,Electronics,27.2,7,60
2026-01-07,P004,Phone Charger,Electronics,27.62,7,60
2026-01-08,P004,Phone Charger,Electronics,27.71,7,60
2026-01-09,P004,Phone Charger,Electronics,27.74,7,60
2026-01-10,P004,Phone Charger,Electronics,28.58,7,60
2026-01-11,P004,Phone Charger,Electronics,28.36,7,60
2026-01-12,P004,Phone Charger,Electronics,27.82,7,60
2026-01-13,P004,Phone Charger,Electronics,27.7,7,60
2026-01-14,P004,Phone Charger,Electronics,27.65,7,60
2026-01-15,P004,Phone Charger,Electronics,27.59,7,60
2026-01-16,P004,Phone Charger,Electronics,27.35,7,60
2026-01-17,P004,Phone Charger,Electronics,28.16,7,60
2026-01-18,P004,Phone Charger,Electronics,28.0,7,60
2026-01-19,P004,Phone Charger,Electronics,27.36,7,60
2026-01-20,P004,Phone Charger,Electronics,27.22,7,60
2026-01-21,P004,Phone Charger,Electronics,27.35,7,60
2026-01-22,P004,Phone Charger,Electronics,27.15,7,60
2026-01-23,P004,Phone Charger,Electronics,27.14,7,60
2026-01-24,P004,Phone Charger,Electronics,28.25,7,60
2026-01-25,P004,Phone Charger,Electronics,28.23,7,60
2026-01-26,P004,Phone Charger,Electronics,27.39,7,60
2026-01-27,P004,Phone Charger,Electronics,26.83,7,60
2026-01-28,P004,Phone Charger,Electronics,26.54,7,60
2026-01-29,P004,Phone Charger,Electronics,26.14,7,60
2026-01-30,P004,Phone Charger,Electronics,26.12,7,60
2026-01-01,P005,LED Desk Lamp,Home & Kitchen,14.93,10,30
2026-01-02,P005,LED Desk Lamp,Home & Kitchen,14.62,10,30
2026-01-03,P005,LED Desk Lamp,Home & Kitchen,14.26,10,30
2026-01-04,P005,LED Desk Lamp,Home & Kitchen,14.11,10,30
2026-01-05,P005,LED Desk Lamp,Home & Kitchen,14.61,10,30
2026-01-06,P005,LED Desk Lamp,Home & Kitchen,14.05,10,30
2026-01-07,P005,LED Desk Lamp,Home & Kitchen,13.78,10,30
2026-01-08,P005,LED Desk Lamp,Home & Kitchen,13.93,10,30
2026-01-09,P005,LED Desk Lamp,Home & Kitchen,13.94,10,30
2026-01-10,P005,LED Desk Lamp,Home & Kitchen,14.12,10,30
2026-01-11,P005,LED Desk Lamp,Home & Kitchen,14.13,10,30
2026-01-12,P005,LED Desk Lamp,Home & Kitchen,14.23,10,30
2026-01-13,P005,LED Desk Lamp,Home & Kitchen,13.92,10,30
2026-01-14,P005,LED Desk Lamp,Home & Kitchen,13.77,10,30
2026-01-15,P005,LED Desk Lamp,Home & Kitchen,13.96,10,30
2026-01-16,P005,LED Desk Lamp,Home & Kitchen,14.04,10,30
2026-01-17,P005,LED Desk Lamp,Home & Kitchen,14.18,10,30
2026-01-18,P005,LED Desk Lamp,Home & Kitchen,14.16,10,30
2026-01-19,P005,LED Desk Lamp,Home & Kitchen,13.96,10,30
2026-01-20,P005,LED Desk Lamp,Home & Kitchen,13.59,10,30
2026-01-21,P005,LED Desk Lamp,Home & Kitchen,13.52,10,30
2026-01-22,P005,LED Desk Lamp,Home & Kitchen,13.73,10,30
2026-01-23,P005,LED Desk Lamp,Home & Kitchen,13.91,10,30
2026-01-24,P005,LED Desk Lamp,Home & Kitchen,14.04,10,30
2026-01-25,P005,LED Desk Lamp,Home & Kitchen,14.06,10,30
2026-01-26,P005,LED Desk Lamp,Home & Kitchen,13.77,10,30
2026-01-27,P005,LED Desk Lamp,Home & Kitchen,13.46,10,30
2026-01-28,P005,LED Desk Lamp,Home & Kitchen,13.42,10,30
2026-01-29,P005,LED Desk Lamp,Home & Kitchen,13.68,10,30
2026-01-30,P005,LED Desk Lamp,Home & Kitchen,14.44,10,30
2026-01-01,P006,Water Bottle,Home & Kitchen,40.38,5,70
2026-01-02,P006,Water Bottle,Home & Kitchen,39.62,5,70
2026-01-03,P006,Water Bottle,Home & Kitchen,38.24,5,70
2026-01-04,P006,Water Bottle,Home & Kitchen,37.27,5,70
2026-01-05,P006,Water Bottle,Home & Kitchen,36.63,5,70
2026-01-06,P006,Water Bottle,Home & Kitchen,37.49,5,70
2026-01-07,P006,Water Bottle,Home & Kitchen,37.72,5,70
2026-01-08,P006,Water Bottle,Home & Kitchen,38.1,5,70
2026-01-09,P006,Water Bottle,Home & Kitchen,38.04,5,70
2026-01-10,P006,Water Bottle,Home & Kitchen,37.03,5,70
2026-01-11,P006,Water Bottle,Home & Kitchen,36.46,5,70
2026-01-12,P006,Water Bottle,Home & Kitchen,37.29,5,70
2026-01-13,P006,Water Bottle,Home & Kitchen,37.84,5,70
2026-01-14,P006,Water Bottle,Home & Kitchen,37.73,5,70
2026-01-15,P006,Water Bottle,Home & Kitchen,37.94,5,70
2026-01-16,P006,Water Bottle,Home & Kitchen,37.56,5,70
2026-01-17,P006,Water Bottle,Home & Kitchen,36.3,5,70
2026-01-18,P006,Water Bottle,Home & Kitchen,36.24,5,70
2026-01-19,P006,Water Bottle,Home & Kitchen,34.74,5,70
2026-01-20,P006,Water Bottle,Home & Kitchen,35.14,5,70
2026-01-21,P006,Water Bottle,Home & Kitchen,35.62,5,70
2026-01-22,P006,Water Bottle,Home & Kitchen,36.4,5,70
2026-01-23,P006,Water Bottle,Home & Kitchen,36.37,5,70
2026-01-24,P006,Water Bottle,Home & Kitchen,35.9,5,70
2026-01-25,P006,Water Bottle,Home & Kitchen,35.82,5,70
2026-01-26,P006,Water Bottle,Home & Kitchen,34.02,5,70
2026-01-27,P006,Water Bottle,Home & Kitchen,34.38,5,70
2026-01-28,P006,Water Bottle,Home & Kitchen,35.06,5,70
2026-01-29,P006,Water Bottle,Home & Kitchen,36.15,5,70
2026-01-30,P006,Water Bottle,Home & Kitchen,36.31,5,70
2026-01-01,P007,Storage Box Set,Home & Kitchen,11.3,12,35
2026-01-02,P007,Storage Box Set,Home & Kitchen,11.0,12,35
2026-01-03,P007,Storage Box Set,Home & Kitchen,11.54,12,35
2026-01-04,P007,Storage Box Set,Home & Kitchen,11.51,12,35
2026-01-05,P007,Storage Box Set,Home & Kitchen,11.03,12,35
2026-01-06,P007,Storage Box Set,Home & Kitchen,11.09,12,35
2026-01-07,P007,Storage Box Set,Home & Kitchen,11.07,12,35
2026-01-08,P007,Storage Box Set,Home & Kitchen,11.03,12,35
2026-01-09,P007,Storage Box Set,Home & Kitchen,11.04,12,35
2026-01-10,P007,Storage Box Set,Home & Kitchen,11.49,12,35
2026-01-11,P007,Storage Box Set,Home & Kitchen,11.56,12,35
2026-01-12,P007,Storage Box Set,Home & Kitchen,11.28,12,35
2026-01-13,P007,Storage Box Set,Home & Kitchen,11.34,12,35
2026-01-14,P007,Storage Box Set,Home & Kitchen,11.31,12,35
2026-01-15,P007,Storage Box Set,Home & Kitchen,11.16,12,35
2026-01-16,P007,Storage Box Set,Home & Kitchen,11.08,12,35
2026-01-17,P007,Storage Box Set,Home & Kitchen,11.6,12,35
2026-01-18,P007,Storage Box Set,Home & Kitchen,11.75,12,35
2026-01-19,P007,Storage Box Set,Home & Kitchen,11.36,12,35
2026-01-20,P007,Storage Box Set,Home & Kitchen,11.37,12,35
2026-01-21,P007,Storage Box Set,Home & Kitchen,11.37,12,35
2026-01-22,P007,Storage Box Set,Home & Kitchen,11.38,12,35
2026-01-23,P007,Storage Box Set,Home & Kitchen,11.48,12,35
2026-01-24,P007,Storage Box Set,Home & Kitchen,12.16,12,35
2026-01-25,P007,Storage Box Set,Home & Kitchen,12.18,12,35
2026-01-26,P007,Storage Box Set,Home & Kitchen,11.52,12,35
2026-01-27,P007,Storage Box Set,Home & Kitchen,11.56,12,35
2026-01-28,P007,Storage Box Set,Home & Kitchen,11.58,12,35
2026-01-29,P007,Storage Box Set,Home & Kitchen,11.71,12,35
2026-01-30,P007,Storage Box Set,Home & Kitchen,11.84,12,35
2026-01-01,P019,Sticky Notes,Stationery,50.57,4,110
2026-01-02,P019,Sticky Notes,Stationery,50.54,4,110
2026-01-03,P019,Sticky Notes,Stationery,50.73,4,110
2026-01-04,P019,Sticky Notes,Stationery,51.82,4,110
2026-01-05,P019,Sticky Notes,Stationery,50.54,4,110
2026-01-06,P019,Sticky Notes,Stationery,50.8,4,110
2026-01-07,P019,Sticky Notes,Stationery,50.51,4,110
2026-01-08,P019,Sticky Notes,Stationery,50.57,4,110
2026-01-09,P019,Sticky Notes,Stationery,50.65,4,110
2026-01-10,P019,Sticky Notes,Stationery,50.6,4,110
2026-01-11,P019,Sticky Notes,Stationery,51.46,4,110
2026-01-12,P019,Sticky Notes,Stationery,50.44,4,110
2026-01-13,P019,Sticky Notes,Stationery,50.62,4,110
2026-01-14,P019,Sticky Notes,Stationery,50.22,4,110
2026-01-15,P019,Sticky Notes,Stationery,50.68,4,110
2026-01-16,P019,Sticky Notes,Stationery,50.64,4,110
2026-01-17,P019,Sticky Notes,Stationery,50.54,4,110
2026-01-18,P019,Sticky Notes,Stationery,51.22,4,110
2026-01-19,P019,Sticky Notes,Stationery,50.46,4,110
2026-01-20,P019,Sticky Notes,Stationery,51.25,4,110
2026-01-21,P019,Sticky Notes,Stationery,50.68,4,110
2026-01-22,P019,Sticky Notes,Stationery,50.62,4,110
2026-01-23,P019,Sticky Notes,Stationery,49.84,4,110
2026-01-24,P019,Sticky Notes,Stationery,50.11,4,110
2026-01-25,P019,Sticky Notes,Stationery,50.78,4,110
2026-01-26,P019,Sticky Notes,Stationery,48.93,4,110
2026-01-27,P019,Sticky Notes,Stationery,49.64,4,110
2026-01-28,P019,Sticky Notes,Stationery,49.2,4,110
2026-01-29,P019,Sticky Notes,Stationery,49.2,4,110
2026-01-30,P019,Sticky Notes,Stationery,48.68,4,110
2026-01-01,P008,Coffee Mug,Home & Kitchen,19.64,6,55
2026-01-02,P008,Coffee Mug,Home & Kitchen,19.18,6,55
2026-01-03,P008,Coffee Mug,Home & Kitchen,23.42,6,55
2026-01-04,P008,Coffee Mug,Home & Kitchen,23.34,6,55
2026-01-05,P008,Coffee Mug,Home & Kitchen,19.04,6,55
2026-01-06,P008,Coffee Mug,Home & Kitchen,18.88,6,55
2026-01-07,P008,Coffee Mug,Home & Kitchen,19.08,6,55
2026-01-08,P008,Coffee Mug,Home & Kitchen,19.18,6,55
2026-01-09,P008,Coffee Mug,Home & Kitchen,19.13,6,55
2026-01-10,P008,Coffee Mug,Home & Kitchen,23.1,6,55
2026-01-11,P008,Coffee Mug,Home & Kitchen,23.46,6,55
2026-01-12,P008,Coffee Mug,Home & Kitchen,20.34,6,55
2026-01-13,P008,Coffee Mug,Home & Kitchen,20.07,6,55
2026-01-14,P008,Coffee Mug,Home & Kitchen,20.26,6,55
2026-01-15,P008,Coffee Mug,Home & Kitchen,20.28,6,55
2026-01-16,P008,Coffee Mug,Home & Kitchen,20.09,6,55
2026-01-17,P008,Coffee Mug,Home & Kitchen,23.29,6,55
2026-01-18,P008,Coffee Mug,Home & Kitchen,23.6,6,55
2026-01-19,P008,Coffee Mug,Home & Kitchen,19.86,6,55
2026-01-20,P008,Coffee Mug,Home & Kitchen,19.66,6,55
2026-01-21,P008,Coffee Mug,Home & Kitchen,19.74,6,55
2026-01-22,P008,Coffee Mug,Home & Kitchen,19.65,6,55
2026-01-23,P008,Coffee Mug,Home & Kitchen,19.66,6,55
2026-01-24,P008,Coffee Mug,Home & Kitchen,23.2,6,55
2026-01-25,P008,Coffee Mug,Home & Kitchen,23.2,6,55
2026-01-26,P008,Coffee Mug,Home & Kitchen,19.87,6,55
2026-01-27,P008,Coffee Mug,Home & Kitchen,19.76,6,55
2026-01-28,P008,Coffee Mug,Home & Kitchen,19.56,6,55
2026-01-29,P008,Coffee Mug,Home & Kitchen,19.42,6,55
2026-01-30,P008,Coffee Mug,Home & Kitchen,19.41,6,55
2026-01-01,P011,Desk Organizer,Stationery,17.33,9,35
2026-01-02,P011,Desk Organizer,Stationery,17.39,9,35
2026-01-03,P011,Desk Organizer,Stationery,16.74,9,35
2026-01-04,P011,Desk Organizer,Stationery,17.0,9,35
2026-01-05,P011,Desk Organizer,Stationery,17.03,9,35
2026-01-06,P011,Desk Organizer,Stationery,16.9,9,35
2026-01-07,P011,Desk Organizer,Stationery,17.04,9,35
2026-01-08,P011,Desk Organizer,Stationery,17.19,9,35
2026-01-09,P011,Desk Organizer,Stationery,17.26,9,35
2026-01-10,P011,Desk Organizer,Stationery,16.73,9,35
2026-01-11,P011,Desk Organizer,Stationery,17.04,9,35
2026-01-12,P011,Desk Organizer,Stationery,16.92,9,35
2026-01-13,P011,Desk Organizer,Stationery,16.78,9,35
2026-01-14,P011,Desk Organizer,Stationery,16.9,9,35
2026-01-15,P011,Desk Organizer,Stationery,17.01,9,35
2026-01-16,P011,Desk Organizer,Stationery,17.12,9,35
2026-01-17,P011,Desk Organizer,Stationery,16.73,9,35
2026-01-18,P011,Desk Organizer,Stationery,16.96,9,35
2026-01-19,P011,Desk Organizer,Stationery,16.95,9,35
2026-01-20,P011,Desk Organizer,Stationery,16.84,9,35
2026-01-21,P011,Desk Organizer,Stationery,16.87,9,35
2026-01-22,P011,Desk Organizer,Stationery,16.89,9,35
2026-01-23,P011,Desk Organizer,Stationery,17.02,9,35
2026-01-24,P011,Desk Organizer,Stationery,16.75,9,35
2026-01-25,P011,Desk Organizer,Stationery,16.95,9,35
2026-01-26,P011,Desk Organizer,Stationery,16.74,9,35
2026-01-27,P011,Desk Organizer,Stationery,16.66,9,35
2026-01-28,P011,Desk Organizer,Stationery,16.66,9,35
2026-01-29,P011,Desk Organizer,Stationery,17.37,9,35
2026-01-30,P011,Desk Organizer,Stationery,17.6,9,35
2026-01-01,P012,Scientific Calculator,Stationery,11.76,14,25
2026-01-02,P012,Scientific Calculator,Stationery,11.56,14,25
2026-01-03,P012,Scientific Calculator,Stationery,12.1,14,25
2026-01-04,P012,Scientific Calculator,Stationery,12.23,14,25
2026-01-05,P012,Scientific Calculator,Stationery,11.97,14,25
2026-01-06,P012,Scientific Calculator,Stationery,11.88,14,25
2026-01-07,P012,Scientific Calculator,Stationery,12.22,14,25
2026-01-08,P012,Scientific Calculator,Stationery,12.35,14,25
2026-01-09,P012,Scientific Calculator,Stationery,12.28,14,25
2026-01-10,P012,Scientific Calculator,Stationery,12.76,14,25
2026-01-11,P012,Scientific Calculator,Stationery,12.82,14,25
2026-01-12,P012,Scientific Calculator,Stationery,12.39,14,25
2026-01-13,P012,Scientific Calculator,Stationery,12.48,14,25
2026-01-14,P012,Scientific Calculator,Stationery,12.54,14,25
2026-01-15,P012,Scientific Calculator,Stationery,12.59,14,25
2026-01-16,P012,Scientific Calculator,Stationery,12.54,14,25
2026-01-17,P012,Scientific Calculator,Stationery,12.84,14,25
2026-01-18,P012,Scientific Calculator,Stationery,12.91,14,25
2026-01-19,P012,Scientific Calculator,Stationery,12.8,14,25
2026-01-20,P012,Scientific Calculator,Stationery,12.86,14,25
2026-01-21,P012,Scientific Calculator,Stationery,12.95,14,25
2026-01-22,P012,Scientific Calculator,Stationery,12.94,14,25
2026-01-23,P012,Scientific Calculator,Stationery,12.76,14,25
2026-01-24,P012,Scientific Calculator,Stationery,13.06,14,25
2026-01-25,P012,Scientific Calculator,Stationery,12.92,14,25
2026-01-26,P012,Scientific Calculator,Stationery,12.88,14,25
2026-01-27,P012,Scientific Calculator,Stationery,12.89,14,25
2026-01-28,P012,Scientific Calculator,Stationery,12.8,14,25
2026-01-29,P012,Scientific Calculator,Stationery,12.83,14,25
2026-01-30,P012,Scientific Calculator,Stationery,12.78,14,25
2026-01-01,P013,Shampoo,Personal Care,38.04,6,80
2026-01-02,P013,Shampoo,Personal Care,37.59,6,80
2026-01-03,P013,Shampoo,Personal Care,37.24,6,80
2026-01-04,P013,Shampoo,Personal Care,36.63,6,80
2026-01-05,P013,Shampoo,Personal Care,37.01,6,80
2026-01-06,P013,Shampoo,Personal Care,37.01,6,80
2026-01-07,P013,Shampoo,Personal Care,37.2,6,80
2026-01-08,P013,Shampoo,Personal Care,36.99,6,80
2026-01-09,P013,Shampoo,Personal Care,36.77,6,80
2026-01-10,P013,Shampoo,Personal Care,36.44,6,80
2026-01-11,P013,Shampoo,Personal Care,35.93,6,80
2026-01-12,P013,Shampoo,Personal Care,36.32,6,80
2026-01-13,P013,Shampoo,Personal Care,36.28,6,80
2026-01-14,P013,Shampoo,Personal Care,36.12,6,80
2026-01-15,P013,Shampoo,Personal Care,36.68,6,80
2026-01-16,P013,Shampoo,Personal Care,36.74,6,80
2026-01-17,P013,Shampoo,Personal Care,36.64,6,80
2026-01-18,P013,Shampoo,Personal Care,36.44,6,80
2026-01-19,P013,Shampoo,Personal Care,34.6,6,80
2026-01-20,P013,Shampoo,Personal Care,34.67,6,80
2026-01-21,P013,Shampoo,Personal Care,34.78,6,80
2026-01-22,P013,Shampoo,Personal Care,35.88,6,80
2026-01-23,P013,Shampoo,Personal Care,35.77,6,80
2026-01-24,P013,Shampoo,Personal Care,36.14,6,80
2026-01-25,P013,Shampoo,Personal Care,35.6,6,80
2026-01-26,P013,Shampoo,Personal Care,33.7,6,80
2026-01-27,P013,Shampoo,Personal Care,33.92,6,80
2026-01-28,P013,Shampoo,Personal Care,34.8,6,80
2026-01-29,P013,Shampoo,Personal Care,36.3,6,80
2026-01-30,P013,Shampoo,Personal Care,37.48,6,80
2026-01-01,P014,Face Wash,Personal Care,36.69,6,75
